Unnamed: 0,Unnamed: 1,Unnamed: 2, Affirmations,Tag,Unnamed: 5,bg_Translation
,,,I am a source of inspiration for others to live their best lives.,positive ,,Translated: I am a source of inspiration for others to live their best lives. to bg
,,,"I am a vessel of love, and I attract loving relationships into my life.",positive ,,"Translated: I am a vessel of love, and I attract loving relationships into my life. to bg"
,,,I trust in the wisdom of my intuition.,positive ,,Translated: I trust in the wisdom of my intuition. to bg
,,,"Today, I let go of old, limiting beliefs that no longer serve me.",positive ,,"Translated: Today, I let go of old, limiting beliefs that no longer serve me. to bg"
,,,"I am a magnet for miracles, and I expect the unexpected.",positive ,,"Translated: I am a magnet for miracles, and I expect the unexpected. to bg"
,,,I am grateful for the lessons of the past and the opportunities of the present.,positive ,,Translated: I am grateful for the lessons of the past and the opportunities of the present. to bg
,,,"I am a beacon of love, and I attract loving and supportive people.",positive ,,"Translated: I am a beacon of love, and I attract loving and supportive people. to bg"
,,,"I am confident, courageous, and capable of achieving my goals.",positive ,,"Translated: I am confident, courageous, and capable of achieving my goals. to bg"
,,,"I trust the process of life, and I am supported in all that I do.",positive ,,"Translated: I trust the process of life, and I am supported in all that I do. to bg"
,,,I am open to receiving the abundance that the universe has for me.,positive ,,Translated: I am open to receiving the abundance that the universe has for me. to bg
,,,"I am a vessel of positive change, and I make a difference in the world.",positive ,,"Translated: I am a vessel of positive change, and I make a difference in the world. to bg"
,,,"I am worthy of success, and I confidently pursue my goals.",positive ,,"Translated: I am worthy of success, and I confidently pursue my goals. to bg"
,,,"I am a magnet for good luck, and it follows me wherever I go.",positive ,,"Translated: I am a magnet for good luck, and it follows me wherever I go. to bg"
,,,"Today, I choose to let go of worries and embrace peace.",positive ,,"Translated: Today, I choose to let go of worries and embrace peace. to bg"
,,,"I am a loving and lovable person, deserving of love and affection.",positive ,,"Translated: I am a loving and lovable person, deserving of love and affection. to bg"
,,,"I am a beacon of positivity, and I attract positive experiences.",positive ,,"Translated: I am a beacon of positivity, and I attract positive experiences. to bg"
,,,"I am resilient, and I bounce back from challenges stronger than before.",positive ,,"Translated: I am resilient, and I bounce back from challenges stronger than before. to bg"
,,,I am a source of inspiration for those around me.,positive ,,Translated: I am a source of inspiration for those around me. to bg
,,,I am grateful for the abundant opportunities that come my way.,positive ,,Translated: I am grateful for the abundant opportunities that come my way. to bg
,,,"I am open to receiving love, and my heart is ready for a loving relationship.",positive ,,"Translated: I am open to receiving love, and my heart is ready for a loving relationship. to bg"
,,,"I am a magnet for success, and I attract it effortlessly.",positive ,,"Translated: I am a magnet for success, and I attract it effortlessly. to bg"
,,,"I am confident, capable, and successful in all that I do.",positive ,,"Translated: I am confident, capable, and successful in all that I do. to bg"
,,,"I am at peace with my past, present, and future.",positive ,,"Translated: I am at peace with my past, present, and future. to bg"
,,,"I am a vessel of positivity, and I share it with everyone I encounter.",positive ,,"Translated: I am a vessel of positivity, and I share it with everyone I encounter. to bg"
,,,"I am surrounded by love, and I am grateful for my supportive relationships.",positive ,,"Translated: I am surrounded by love, and I am grateful for my supportive relationships. to bg"
,,,"I am a magnet for positive energy, and it surrounds me in every situation.",positive ,,"Translated: I am a magnet for positive energy, and it surrounds me in every situation. to bg"
,,,"Today, I choose joy and happiness in every moment.",positive ,,"Translated: Today, I choose joy and happiness in every moment. to bg"
,,,I am a source of strength and inspiration for those around me.,positive ,,Translated: I am a source of strength and inspiration for those around me. to bg
,,,I am deserving of all the good things that life has to offer.,positive ,,Translated: I am deserving of all the good things that life has to offer. to bg
,,,"I am a beacon of light, and I radiate positivity wherever I go.",positive ,,"Translated: I am a beacon of light, and I radiate positivity wherever I go. to bg"
,,,I am open to the infinite possibilities that the universe has for me.,positive ,,Translated: I am open to the infinite possibilities that the universe has for me. to bg
,,,"I am a magnet for abundance, and it flows into my life effortlessly.",positive ,,"Translated: I am a magnet for abundance, and it flows into my life effortlessly. to bg"
,,,"I am a unique and valuable person, and I appreciate my individuality.",positive ,,"Translated: I am a unique and valuable person, and I appreciate my individuality. to bg"
,,,I trust in the wisdom of my higher self to guide me in the right direction.,positive ,,Translated: I trust in the wisdom of my higher self to guide me in the right direction. to bg
,,,"I am a loving and compassionate soul, and I attract love into my life.",positive ,,"Translated: I am a loving and compassionate soul, and I attract love into my life. to bg"
,,,"I am confident, capable, and worthy of success in all areas of my life.",positive ,,"Translated: I am confident, capable, and worthy of success in all areas of my life. to bg"
,,,"I am a vessel of peace, and I bring calmness to every situation.",positive ,,"Translated: I am a vessel of peace, and I bring calmness to every situation. to bg"
,,,"I am a magnet for miracles, and I welcome them with open arms.",positive ,,"Translated: I am a magnet for miracles, and I welcome them with open arms. to bg"
,,,I am grateful for the beauty that surrounds me in every moment.,positive ,,Translated: I am grateful for the beauty that surrounds me in every moment. to bg
,,,I am a source of inspiration for others to live their best lives.,positive ,,Translated: I am a source of inspiration for others to live their best lives. to bg
,,,"I am open to receiving love, and my heart is ready for a loving relationship.",positive ,,"Translated: I am open to receiving love, and my heart is ready for a loving relationship. to bg"
,,,"I am a beacon of positivity, and I attract positive experiences.",positive ,,"Translated: I am a beacon of positivity, and I attract positive experiences. to bg"
,,,"I am resilient, and I bounce back from challenges stronger than before.",positive ,,"Translated: I am resilient, and I bounce back from challenges stronger than before. to bg"
,,,I am a source of strength and inspiration for those around me.,positive ,,Translated: I am a source of strength and inspiration for those around me. to bg
,,,I am deserving of all the good things that life has to offer.,positive ,,Translated: I am deserving of all the good things that life has to offer. to bg
,,,"I am a magnet for positive energy, and it surrounds me in every situation.",positive ,,"Translated: I am a magnet for positive energy, and it surrounds me in every situation. to bg"
,,,"Today, I choose joy and happiness in every moment.",positive ,,"Translated: Today, I choose joy and happiness in every moment. to bg"
,,,"I am a beacon of light, and I radiate positivity wherever I go.",positive ,,"Translated: I am a beacon of light, and I radiate positivity wherever I go. to bg"
