Unnamed: 0,Unnamed: 1,Unnamed: 2, Affirmations,Tag,Unnamed: 5,bg_Translation,hr_Translation
,,,I attract opportunities that align with my soul's purpose.,positive ,,Translated: I attract opportunities that align with my soul's purpose. to bg,Translated: I attract opportunities that align with my soul's purpose. to hr
,,,"I am a magnet for positive vibrations, creating a harmonious energy field.",positive ,,"Translated: I am a magnet for positive vibrations, creating a harmonious energy field. to bg","Translated: I am a magnet for positive vibrations, creating a harmonious energy field. to hr"
,,,"I am a source of encouragement, uplifting those around me.",positive ,,"Translated: I am a source of encouragement, uplifting those around me. to bg","Translated: I am a source of encouragement, uplifting those around me. to hr"
,,,"I trust the journey of my life, knowing it leads to my highest good.",positive ,,"Translated: I trust the journey of my life, knowing it leads to my highest good. to bg","Translated: I trust the journey of my life, knowing it leads to my highest good. to hr"
,,,"I am a beacon of joy, spreading happiness wherever I go.",positive ,,"Translated: I am a beacon of joy, spreading happiness wherever I go. to bg","Translated: I am a beacon of joy, spreading happiness wherever I go. to hr"
,,,I release self-doubt and embrace my inner strength and confidence.,positive ,,Translated: I release self-doubt and embrace my inner strength and confidence. to bg,Translated: I release self-doubt and embrace my inner strength and confidence. to hr
,,,"I am a magnet for positive intentions, manifesting my desires.",positive ,,"Translated: I am a magnet for positive intentions, manifesting my desires. to bg","Translated: I am a magnet for positive intentions, manifesting my desires. to hr"
,,,"I am open to receiving the blessings of the universe, large and small.",positive ,,"Translated: I am open to receiving the blessings of the universe, large and small. to bg","Translated: I am open to receiving the blessings of the universe, large and small. to hr"
,,,"I am a vessel of positivity, and my thoughts create my reality.",positive ,,"Translated: I am a vessel of positivity, and my thoughts create my reality. to bg","Translated: I am a vessel of positivity, and my thoughts create my reality. to hr"
,,,"I am a beacon of kindness, and my actions create ripples of compassion.",positive ,,"Translated: I am a beacon of kindness, and my actions create ripples of compassion. to bg","Translated: I am a beacon of kindness, and my actions create ripples of compassion. to hr"
,,,"I attract abundance effortlessly, as it is my natural state of being.",positive ,,"Translated: I attract abundance effortlessly, as it is my natural state of being. to bg","Translated: I attract abundance effortlessly, as it is my natural state of being. to hr"
,,,"I am a vessel of clarity, and my mind is focused on my highest vision.",positive ,,"Translated: I am a vessel of clarity, and my mind is focused on my highest vision. to bg","Translated: I am a vessel of clarity, and my mind is focused on my highest vision. to hr"
,,,I am open to receiving the gifts of each moment with gratitude.,positive ,,Translated: I am open to receiving the gifts of each moment with gratitude. to bg,Translated: I am open to receiving the gifts of each moment with gratitude. to hr
,,,"I am a magnet for positive experiences, drawing them into my life.",positive ,,"Translated: I am a magnet for positive experiences, drawing them into my life. to bg","Translated: I am a magnet for positive experiences, drawing them into my life. to hr"
,,,I release the past and embrace the present moment with an open heart.,positive ,,Translated: I release the past and embrace the present moment with an open heart. to bg,Translated: I release the past and embrace the present moment with an open heart. to hr
,,,"I am a source of positivity, bringing light to even the darkest situations.",positive ,,"Translated: I am a source of positivity, bringing light to even the darkest situations. to bg","Translated: I am a source of positivity, bringing light to even the darkest situations. to hr"
,,,I attract opportunities that align with my authentic self-expression.,positive ,,Translated: I attract opportunities that align with my authentic self-expression. to bg,Translated: I attract opportunities that align with my authentic self-expression. to hr
,,,"I am a beacon of resilience, bouncing back from challenges with grace.",positive ,,"Translated: I am a beacon of resilience, bouncing back from challenges with grace. to bg","Translated: I am a beacon of resilience, bouncing back from challenges with grace. to hr"
,,,"I trust in the divine timing of my life, and everything happens at the perfect moment.",positive ,,"Translated: I trust in the divine timing of my life, and everything happens at the perfect moment. to bg","Translated: I trust in the divine timing of my life, and everything happens at the perfect moment. to hr"
,,,I am open to receiving the love and support of the universe.,positive ,,Translated: I am open to receiving the love and support of the universe. to bg,Translated: I am open to receiving the love and support of the universe. to hr
,,,"I am a vessel of adventure, exploring life with curiosity and excitement.",positive ,,"Translated: I am a vessel of adventure, exploring life with curiosity and excitement. to bg","Translated: I am a vessel of adventure, exploring life with curiosity and excitement. to hr"
,,,"I am a magnet for success, and I achieve my goals with ease.",positive ,,"Translated: I am a magnet for success, and I achieve my goals with ease. to bg","Translated: I am a magnet for success, and I achieve my goals with ease. to hr"
,,,I release all fear and step into situations with courage and confidence.,positive ,,Translated: I release all fear and step into situations with courage and confidence. to bg,Translated: I release all fear and step into situations with courage and confidence. to hr
,,,"I am a source of inspiration, encouraging others to follow their dreams.",positive ,,"Translated: I am a source of inspiration, encouraging others to follow their dreams. to bg","Translated: I am a source of inspiration, encouraging others to follow their dreams. to hr"
